# Original EC50 values for ladder_1
# Author: Hugh Haddox
# Index: ladder_1.index.csv
library,name,ec50_t,ec50_c,ec50_95ci_t,ec50_95ci_c,chip_name
Longxing,EEHEE_31292,0.9947376255643016,1.9298863693411668,0.30000000000000004,0.0,ladder_0
Longxing,HEEH_07585,0.8613511809543969,1.8914347456905896,0.2,0.0,ladder_1
Longxing,HEEH_05146,1.0374228769428595,1.8211057583644208,0.2,0.0,ladder_2
Longxing,EEHEE_17954,0.9988704327827428,1.4168628838885755,0.2,0.09999999999999988,ladder_3
Longxing,HEEH_23991,1.960228789067223,1.891748560187772,0.0,0.0,ladder_4
Longxing,HEEH_21570,1.9539397470863853,1.8990148391064203,0.09999999999999963,0.0,ladder_5
Longxing,EHEE_03072,1.9663895494270447,1.9071546777503583,0.0,0.0,ladder_6
Longxing,HEEH_22689,1.9596863743701345,1.8672128823342715,0.0,0.0,ladder_7
Longxing,HEEH_19213,0.24572632145950696,0.0787881900992562,0.29999999999999993,0.7000000000000001,ladder_8
Longxing,EHEE_08886,0.2806538835944805,0.21727865605989768,0.09999999999999998,0.09999999999999998,ladder_9
Longxing,EHEE_01661,0.04612596144317549,0.11176683249953988,0.7000000000000001,0.7000000000000001,ladder_10
Longxing,HEEH_14017,0.2193492673252672,1.9086402720099749,0.09999999999999998,0.0,ladder_11
Longxing,EHEE_01739,0.34291756030774995,1.2303707342114318,0.29999999999999993,0.2,ladder_12
Longxing,HEEH_01452,0.4397542429000445,0.1690548501435154,0.09999999999999998,0.09999999999999998,ladder_13
Longxing,EHEE_01947,0.4524906286397871,1.3273255738148555,0.6,0.7000000000000002,ladder_14
Longxing,HEEH_15455,0.4585091639349997,1.6020911865855876,0.20000000000000007,0.10000000000000007,ladder_15
Longxing,EEHEE_15423,-0.10072261571839414,0.2327040703246601,0.5,0.2,ladder_16
Longxing,EEHEE_34702,-0.03807897312540226,0.2065234635452442,0.6000000000000001,0.9,ladder_17
Longxing,EEHEE_10510,-0.03830010019819452,0.161933185354261,0.5,0.7000000000000001,ladder_18
Longxing,HEEH_04456,-0.07145709503390751,1.1939160361049264,0.5,0.2,ladder_19
Longxing,HEEH_07703,1.949865803760348,2.008952246321066,0.0,0.0,ladder_20
Longxing,HEEH_10245,1.8621772202023648,1.854741279021061,0.0,0.10000000000000007,ladder_21
Longxing,HEEH_08273,1.8929631861121785,1.7793542735263002,0.0,0.0,ladder_22
Longxing,HEEH_20030,1.9255203388033817,1.8826745205876136,0.0,0.0,ladder_23
Longxing,EEHEE_08831,1.2439799701316214,0.5006966040358937,0.09999999999999988,0.10000000000000007,ladder_24
Longxing,EEHEE_38102,1.2626062829862852,1.88929401300962,0.09999999999999988,0.0,ladder_25
Longxing,HEEH_15767,1.2715655128177556,1.1936951254296722,0.2,0.2,ladder_26
Longxing,EHEE_07786,1.1734745951618766,1.82809931280964,0.10000000000000007,0.0,ladder_27
Longxing,HEEH_04917,0.7554261461562591,1.6534722046301926,0.5,0.20000000000000007,ladder_28
Longxing,HEEH_17639,0.8389663720747469,1.4944463937173658,0.3999999999999999,0.2,ladder_29
Longxing,EHEE_12548,0.5807767440141156,1.8477476241483912,0.8,0.10000000000000007,ladder_30
Longxing,HEEH_07169,0.6216412095432067,1.1797527718708976,0.4000000000000001,0.2,ladder_31
Longxing,HEEH_01860,1.6417417945722064,1.901842078033088,0.20000000000000007,0.0,ladder_32
Longxing,HEEH_09671,1.4635634516111815,1.8545498381672016,0.09999999999999988,0.10000000000000007,ladder_33
Longxing,EEHEE_08024,1.4817633164178148,1.2856685572818418,0.09999999999999988,0.09999999999999988,ladder_34
Longxing,HEEH_05548,1.4804651935374749,1.7953891633971188,0.2,0.5000000000000002,ladder_35
Longxing,EEHEE_40757,1.9032722207275872,1.0726254937633422,0.0,0.5,ladder_36
Longxing,HEEH_20289,1.8503962990410416,1.0753983357386112,0.10000000000000007,0.5,ladder_37
Longxing,HEEH_04209,1.4003805937279554,0.8533061797046031,0.2,0.2999999999999998,ladder_38
Longxing,EHEE_09302,1.0919964815995444,1.0061265523090688,0.20000000000000007,0.2,ladder_39
Longxing,EEHEE_07281,0.5091782443298856,1.956708458853388,0.30000000000000016,0.09999999999999963,ladder_40
Longxing,HEEH_22356,1.9797049857884992,1.9907191069834809,0.0,0.0,ladder_41
Longxing,HEEH_09576,1.9331606928822544,1.9547746627321847,0.0,0.09999999999999963,ladder_42
Longxing,HEEH_03086,1.9552505899986643,1.9828602820821384,0.0,0.0,ladder_43
Longxing,HEEH_21573,0.05291307058196215,0.16094973791700018,0.7000000000000001,0.30000000000000004,ladder_44
Longxing,HEEH_22443,-0.06207967876233295,0.2942931658350997,0.5,1.0,ladder_45
Longxing,HEEH_16161,0.14218010909206208,0.10429915405832513,0.20000000000000007,0.7000000000000001,ladder_46
Longxing,HEEH_09879,0.1942356959028909,0.06127906864235527,0.2,0.7000000000000001,ladder_47
Longxing,HEEH_19496,0.5262054602822108,0.5688503208824829,0.10000000000000007,0.20000000000000007,ladder_48
Longxing,EEHEE_03647,0.2553436260777633,0.448869773745722,0.29999999999999993,0.9000000000000001,ladder_49
Longxing,HEEH_15725,1.0172361338414713,0.4126112299630996,0.5,0.30000000000000004,ladder_50
Longxing,HEEH_21192,1.2366131042718278,0.36019770896658004,0.2,0.29999999999999993,ladder_51
Longxing,EEHEE_05028,1.1263366656369005,-0.04966150469712388,0.20000000000000007,0.5,ladder_52
Longxing,EHEE_09709,0.13856869937117233,-0.029808000381375044,0.4,0.6000000000000001,ladder_53
Longxing,HEEH_14370,0.09598352209872396,0.008438391527944789,0.7000000000000001,0.6000000000000001,ladder_54
Longxing,HEEH_22629,-0.03822642062743331,-0.01039417116882052,0.6000000000000001,0.6000000000000001,ladder_55
Longxing,HEEH_19081,1.926426784387892,1.8940726717489087,0.0,0.0,ladder_56
Longxing,EHEE_06354,1.9066793476362849,1.9042330625939388,0.0,0.0,ladder_57
Longxing,HEEH_13065,1.0552537644769868,1.9319900895515576,0.4000000000000001,0.0,ladder_58
Longxing,EHEE_01056,1.9394614218781068,1.7999597079977234,0.0,0.0,ladder_59
Longxing,EHEE_11559,1.3548375403124209,1.1527327910769656,0.10000000000000007,0.10000000000000007,ladder_60
Longxing,HEEH_11260,1.0179176786241453,1.1927284168801249,0.30000000000000004,0.2,ladder_61
Longxing,HEEH_01304,1.2072047215996908,1.3648508974635822,0.2,0.2,ladder_62
Longxing,HEEH_10102,-0.03319184108001312,1.275863623916387,0.6000000000000001,0.2,ladder_63
Longxing,HEEH_04703,1.2365681212186606,0.6156090744061651,0.2,0.30000000000000004,ladder_64
Longxing,HEEH_19559,-0.038005205146702026,0.5809468827344951,0.7000000000000001,0.5000000000000001,ladder_65
Longxing,HEEH_24042,1.8358102811441053,0.6588787703855239,0.0,0.6000000000000001,ladder_66
Longxing,HEEH_09067,-0.03319184108001312,0.6146395818492367,0.6000000000000001,0.30000000000000004,ladder_67
Longxing,HEEH_14816,1.3820311623422183,1.4587440743926696,0.2,0.09999999999999988,ladder_68
Longxing,HEEH_17666,0.5551481489172694,1.4333063882741324,0.10000000000000007,0.09999999999999988,ladder_69
Longxing,HEEH_19024,-0.03807897312540226,1.4335550503148982,0.6000000000000001,0.30000000000000004,ladder_70
Longxing,EEHEE_32432,-0.08395505619815563,1.482831392796775,0.5,0.2,ladder_71
Inna,MSirpa_0193,1.1415261617399999,1.18330516869,0.1,0.1,ladder_72
Inna,p1-16H-GABBL-15H-GBL-16H_0827_0001_0001,0.589247564411,5.31939461893,0.4,1.3,ladder_73
Inna,HSirpa_0888,1.1769795035700001,0.520122882003,0.1,0.2,ladder_74
Inna,HSirpa_1751,1.1238010360600001,0.322379615344,0.2,0.1,ladder_75
Inna,HSirpa_1973,2.2721263507,5.20716756061,0.1,0.2,ladder_76
Inna,MSirpa_0714,2.34083325809,3.50774628911,0.1,0.2,ladder_77
Inna,HSirpa_2216,2.31879470355,0.514025760406,0.2,0.3,ladder_78
Inna,HSirpa_0418,2.27794219983,3.4623437370199994,0.9,0.1,ladder_79
Inna,HSirpa_0117,5.55762000339,5.182332258440001,0.6,0.2,ladder_80
Inna,MSirpa_0054,5.69799883415,5.24431643324,0.5,0.1,ladder_81
Inna,MSirpa_0875,5.6109454446800004,5.42631600053,0.4,0.1,ladder_82
Inna,MSirpa_0820,5.82416206536,5.42356076616,0.5,0.1,ladder_83
Inna,HSirpa_0294,4.29688518297,5.503159032999999,0.2,0.3,ladder_84
Inna,MSirpa_0141,4.2159055103900025,5.3018963903,0.7,0.3,ladder_85
Inna,p1-15H-GABBL-15H-GBL-15H_0053_0001_0001,4.3512885670699974,5.1878945424800005,0.4,0.1,ladder_86
Inna,HSirpa_2008,4.45958254323,4.43083805895,0.4,0.3,ladder_87
Inna,MSirpa_0275,3.39898337466,1.19898238968,0.1,0.2,ladder_88
Inna,HSirpa_1553,3.4737451915,3.4122635570499997,0.2,0.2,ladder_89
Inna,HSirpa_0175,3.4691879104800005,3.4422021705000003,0.2,0.1,ladder_90
Inna,HSirpa_1903,3.56043721248,4.4832388857300005,0.3,0.4,ladder_91
Inna,MSirpa_0067,2.40299382269,0.674224023952,0.3,0.5,ladder_92
Inna,HSirpa_0585,2.41851631214,3.27700832125,0.2,0.3,ladder_93
Inna,HSirpa_1733,2.4144845184,4.27999271674,0.2,0.2,ladder_94
Inna,HSirpa_2446,2.43122712103,0.404268650772,0.1,0.2,ladder_95
Inna,p1-14H-GBL-16H-GABBL-16H_0097_0001,4.9631929774,4.8627819057699995,1.1,0.9,ladder_96
Inna,HSirpa_0454,5.33731014903,5.11194971015,0.3,0.1,ladder_97
Inna,p1-16H-GBL-16H-GBL-15H_0508_0001_0001,5.37154202829,5.34707128786,0.8,0.3,ladder_98
Inna,MSirpa_0481,5.38838068228,5.15348098711,0.7,0.2,ladder_99
Inna,HSirpa_2487,0.177770249318,0.33704925563,0.2,0.2,ladder_100
Inna,MSirpa_0497,0.5610466889679999,0.209164819655,0.2,0.2,ladder_101
Inna,MSirpa_0969,0.156379042326,0.225054979756,0.1,0.1,ladder_102
Inna,HSirpa_2543,0.459631675017,3.4401594558800004,0.1,0.1,ladder_103
Inna,p1-14H-GBL-14H-BBL-15H_0819_0001_0001,3.61123991254,4.55570783797,0.4,0.4,ladder_104
Inna,HSirpa_0598,3.63107730698,5.27385795635,0.1,0.1,ladder_105
Inna,p1-14H-GBL-14H-GBL-16H_0845_0001_0001,4.02999938074,4.52943187745,1.2,1.1,ladder_106
Inna,p1-15H-GBL-15H-GBBL-16H_0254_0001_0001,3.6814774577,3.65791151052,0.5,0.4,ladder_107
Inna,HSirpa_2007,1.2975611959,0.217774383548,0.2,0.2,ladder_108
Inna,HSirpa_2504,1.4107957682299999,3.63696827977,0.2,0.1,ladder_109
Inna,HSirpa_1796,1.2688699051299999,3.65265751393,0.1,0.7,ladder_110
Inna,MSirpa_0379,1.37266652442,0.606070862433,0.2,0.8,ladder_111
Inna,HSirpa_1980,1.40836051137,0.607908577178,0.2,0.6,ladder_112
Inna,HSirpa_2082,0.493117059012,0.6289304935369999,0.3,0.4,ladder_113
Inna,HSirpa_0853,3.32765076913,1.17102762822,0.1,0.1,ladder_114
Inna,HSirpa_0341,1.33807079004,0.653141575487,0.1,0.4,ladder_115
