# Eva2 2017 proteins
library,name
Eva2,ems_ferrM_3267_0001
Eva2,ems_3hC_1548
Eva2,ems_4hM_2195_0001
Eva2,ems_4hC_2911_0002
Eva2,ems_3hM_1998
Eva2,ems_ferrM_5261_0001
Eva2,ems_4hC_2290_0002
Eva2,ems_3hC_1325_0002
Eva2,ems_ferrM_6262_0001
Eva2,ems_4hM_4193_0001
Eva2,ems_ferrM_4580
Eva2,ems_4hC_1663_0001
Eva2,ems_bGwo_57_0001
Eva2,ems_ferrM_6113
Eva2,ems_4hM_340_0001
Eva2,ems_4hM_2252_0002
Eva2,ems_4hM_2919_0001
Eva2,ems_3hC_1028_0002
Eva2,ems_3hM_3179
Eva2,bGM_22_0001
Eva2,ems_3hC_1412_0002
Eva2,ems_4hC_2157_0001
Eva2,ems_ferrM_5556_0001
Eva2,ems_3hC_423
Eva2,ems_3hM_2739
Eva2,ems_3hC_384
Eva2,ems_ferrM_6555_0001
Eva2,ems_ferrM_1118
Eva2,ems_ferrM_4646
Eva2,p1-14H-GBL-16H-GABBL-16H_0060_0001_0001_0002
Eva2,ems_4hM_3773_0001
Eva2,ems_ferrM_1482_0001
Eva2,ems_4hM_1589
Eva2,ems_f4m_300
Eva2,ems_3hC_1129
Eva2,ems_ferrM_3056_0001
Eva2,ems_4hM_4798_0001
Eva2,ems_4hM_646_0001
Eva2,ems_4hC_1068_0001
Eva2,ems_ferrM_2548
Eva2,ems_3hC_166
Eva2,ems_4hM_3799
Eva2,ems_3hC_1114_0002
Eva2,ems_4hM_2825_0001
Eva2,ems_4hC_2451_0001
Eva2,ems_ferrM_5050_0001
Eva2,bGM_567_0001
Eva2,ems_4hC_1452_0001
Eva2,ems_ferrM_2187_0001
Eva2,ems_3hC_512_0001
Eva2,ems_thioM_899_0001
Eva2,ems_4hM_3275_0001
Eva2,ems_ferrM_1184_0001
Eva2,ems_4hC_493_0002
Eva2,ems_ferrC_1358
Eva2,ems_3hM_555
Eva2,ems_ferrM_36_0001
Eva2,ems_3hM_927
Eva2,ems_thioM_318_0001
Eva2,ems_3hM_1369
Eva2,ems_ferrM_4181_0001
Eva2,ems_fer_extM_86
Eva2,ems_4hC_3170_0002
Eva2,ems_thioM_853_0002
Eva2,ems_ferrM_7182_0001
Eva2,p1-15H-GBL-16H-GBL-16H_0469_0001_0001_0002
Eva2,ems_4hC_754_0001
Eva2,ems_4hM_3542_0001
Eva2,p1-15H-GBL-16H-GBL-14H_0372_0001_0001_0001
Eva2,ems_3hC_975
Eva2,ems_3hC_507
Eva2,ems_3hM_1708
Eva2,ems_ferrM_6815_0002
Eva2,ems_bGC_145_0001
Eva2,ems_4hM_2493_0001
Eva2,ems_4hM_2459_0002
Eva2,ems_4hC_2366_0001
Eva2,ems_4hC_2796_0002
Eva2,ems_3hM_693
Eva2,ems_3hC_1623_0002
Eva2,ems_ferrC_1739
Eva2,ems_3hM_134
Eva2,bGM_250_0001
Eva2,ems_3hM_642
Eva2,ems_4hC_681_0001
Eva2,ems_4hC_271_0002
Eva2,ems_4hM_3497_0001
Eva2,ems_4hM_4485
Eva2,ems_3hC_700_0002
Eva2,ems_ferrM_2765_0001
Eva2,ems_4hM_5061_0002
Eva2,ems_4hM_5491_0001
Eva2,p1-15H-GBL-16H-GABBL-16H_0234_0001_0001_0001
Eva2,ems_3hM_38
Eva2,ems_ferrM_4763_0001
Eva2,ems_3hC_871_0001
Eva2,ems_4hC_2689_0001
Eva2,ems_4hC_2279_0002
Eva2,ems_ferrM_7101
Eva2,ems_3hC_271
Eva2,ems_4hM_2546_0001
Eva2,ems_4hC_2932_0001
Eva2,ems_ferrM_5678_0002
Eva2,ems_coilC_46_0001
Eva2,bGM_602
Eva2,ems_thioFL2_348
Eva2,bGM_385_0001
Eva2,ems_4hC_1640_0002
Eva2,ems_4hC_2643_0002
Eva2,ems_3hC_1306_0001
Eva2,ems_ferrM_4475
Eva2,ems_4hM_5103
Eva2,ems_4hM_828_0001
Eva2,ems_4hC_1177_0002
Eva2,ems_4hC_1587_0001
Eva2,ems_ferrM_6576_0002
Eva2,ems_4hM_4277_0001
Eva2,ems_ferrM_6186_0001
Eva2,ems_3hM_584
Eva2,ems_3hC_1431_0001
Eva2,ems_ferrM_6320
Eva2,ems_4hM_2108
Eva2,ems_ferrM_7057_0001
Eva2,p1-15H-GABBL-14H-GBL-16H_0604_0001_0001_0001
Eva2,ems_3hC_610
Eva2,ems_ferrM_2098_0002
Eva2,ems_ferrM_2599
Eva2,ems_4hM_3748
Eva2,ems_3hM_2978
Eva2,ems_4hM_3821_0001
Eva2,ems_3hC_329
Eva2,ems_3hM_2794
Eva2,ems_4hC_456_0001
Eva2,ems_4hM_3271
Eva2,ems_4hC_2334
Eva2,ems_ferrC_304
Eva2,ems_3hM_2033
Eva2,ems_thioFL2_210
Eva2,ems_4hM_2396
Eva2,ems_ferrM_39_0001
Eva2,ems_3hM_3673
Eva2,ems_ferrM_7147_0002
Eva2,ems_4hM_1829_0001
Eva2,bGM_568_0001
Eva2,ems_4hM_1792_0001
Eva2,ems_ferrM_3463_0001
Eva2,ems_bGC_247_0001
Eva2,ems_4hM_1956
Eva2,ems_3hC_1623
Eva2,ems_coilC_140
Eva2,ems_ferrM_5465_0001
Eva2,ems_4hC_2064_0001
Eva2,ems_4hC_2494_0002
Eva2,ems_3hM_1681
Eva2,ems_4hM_4797_0001
Eva2,ems_ferrM_3059_0001
Eva2,ems_thioM_576
Eva2,bGM_152_0001
Eva2,ems_4hC_1067_0001
Eva2,ems_3hM_1126
Eva2,ems_coilM_88_0002
Eva2,ems_ferrM_3954
Eva2,ems_4hM_2456_0002
Eva2,ems_3hM_3212
Eva2,ems_bGC_180_0002
Eva2,ems_3hC_1216_0002
Eva2,ems_ferrM_2366
Eva2,ems_3hC_748
Eva2,ems_3hC_73_0001
Eva2,ems_ferrM_5352_0001
Eva2,bGM_665_0001
Eva2,ems_3hM_2452
Eva2,ems_3hM_2820
Eva2,ems_ferrC_765
Eva2,ems_coilM_42_0001
Eva2,ems_ferrM_2285_0001
Eva2,ems_3hC_610_0001
Eva2,ems_3hM_1935
Eva2,ems_4hM_3177_0001
Eva2,ems_thioM_420_0001
Eva2,ems_4hC_361_0001
Eva2,p1-14H-GBL-14H-GBL-14H_0146_0001_0001_0001
Eva2,ems_f2_336
Eva2,ems_ferrM_4283_0001
Eva2,ems_ferrC_1576
Eva2,ems_3hC_961_0002
Eva2,ems_3hC_1242
Eva2,ems_ferrM_2904_0001
Eva2,ems_4hM_1145
Eva2,ems_3hC_1534
Eva2,ems_4hM_1633
Eva2,ems_4hM_2173_0001
Eva2,ems_ferrM_5906_0001
Eva2,ems_3hC_1293
Eva2,ems_ferrM_3281_0001
Eva2,ems_ferrM_6905_0001
Eva2,ems_4hM_682
Eva2,ems_3hM_1231
Eva2,ems_4hC_1685_0001
Eva2,ems_ferrM_3900_0001
Eva2,ems_coilC_49_0001
Eva2,ems_4hM_4585_0002
Eva2,ems_ferrM_6674_0002
Eva2,ems_ferrM_6284_0001
Eva2,ems_ferrM_847_0001
Eva2,ems_3hM_1596
Eva2,ems_4hC_2686_0001
Eva2,ems_3hM_2324
Eva2,ems_ferrM_1353_0001
Eva2,ems_3hC_799
Eva2,ems_4hM_19_0001
Eva2,ems_3hM_2483
Eva2,ems_4hC_2784
Eva2,ems_ferrM_7355_0001
Eva2,ems_3hM_3564
Eva2,ems_ferrM_1769_0001
Eva2,ems_ferrM_4356_0001
Eva2,ems_4hC_583_0001
Eva2,ems_4hM_3795_0001
Eva2,ems_3hM_1650
Eva2,ems_4hM_1252
Eva2,ems_3hC_1155
Eva2,p1-15H-GBL-16H-GBL-16H_0587_0001_0001_0002
Eva2,ems_ferrM_7092_0002
Eva2,ems_4hM_2347
Eva2,ems_f4m_75
Eva2,p1-14H-GBL-14H-GABBL-16H_0218_0001_0001_0001
Eva2,ems_4hM_756_0002
Eva2,ems_4hM_4933_0002
Eva2,ems_4hM_1647_0001
Eva2,ems_4hC_2442
Eva2,ems_ferrM_6143_0002
Eva2,ems_4hC_2830
Eva2,ems_ferrC_800
Eva2,ems_3hM_2745
Eva2,ems_ferrM_7088
Eva2,ems_4hM_2935_0002
Eva2,ems_3hC_1004_0001
Eva2,ems_4hC_1708_0001
Eva2,ems_4hM_126_0001
Eva2,p1-14H-GBL-16H-GBL-14H_0844_0001_0001_0001
Eva2,ems_ferrM_6733_0001
Eva2,bGM_207_0001
Eva2,ems_4hC_1332_0001
Eva2,ems_ferrM_6888_0001
Eva2,ems_3hC_161
Eva2,ems_3hC_1284_0001
Eva2,ems_3hC_1674_0002
Eva2,bGM_512
Eva2,ems_4hC_703_0001
Eva2,ems_3hC_939_0002
Eva2,ems_3hC_272_0001
Eva2,ems_3hC_682_0002
Eva2,ems_ferrM_5936
Eva2,ems_ferrM_5544
Eva2,ems_3hM_920
Eva2,ems_3hM_552
Eva2,ems_4hC_339_0001
Eva2,ems_3hC_545_0001
Eva2,ems_3hC_500
Eva2,ems_4hM_3222_0001
Eva2,ems_ferrM_2689
Eva2,bGM_173
Eva2,ems_4hM_5224_0001
Eva2,ems_4hM_2218
Eva2,ems_4hM_3618_0001
Eva2,ems_3hM_133
Eva2,ems_3hC_1579_0002
Eva2,ems_3hC_1189_0001
Eva2,ems_3hM_694
Eva2,ems_4hM_869
Eva2,ems_4hC_1405_0001
Eva2,ems_ferrM_6004_0001
Eva2,ems_4hC_2406_0001
Eva2,ems_4hM_5213
Eva2,ems_ferrM_5007_0001
Eva2,ems_thioM_429
Eva2,ems_ferrM_2005_0001
Eva2,ems_3hM_1079
Eva2,ems_thioM_250_0002
Eva2,ems_ferrM_4003_0001
Eva2,ems_3hM_645
Eva2,ems_4hM_4482
Eva2,ems_4hM_1225_0001
Eva2,ems_4hM_334_0002
Eva2,p1-14H-GBL-14H-GABBL-15H_0809_0001_0001_0001
Eva2,ems_3hC_1096_0002
Eva2,ems_3hC_276
Eva2,bGM_318_0002
Eva2,ems_3hM_583
Eva2,ems_coilC_11_0001
Eva2,ems_ferrM_209
Eva2,ems_ferrM_5994_0002
Eva2,ems_3hM_224
Eva2,ems_3hM_1418
Eva2,ems_4hC_2614_0002
Eva2,ems_4hM_1128_0001
Eva2,ems_4hM_4517_0001
Eva2,ems_ferrM_2889_0001
Eva2,p1-15H-GBL-16H-GABBL-15H_0375_0001_0001_0002
Eva2,ems_3hC_617
Eva2,ems_3hC_826_0001
Eva2,ems_ferrM_3479
Eva2,ems_ferrM_2308_0001
Eva2,ems_4hC_45_0001
Eva2,ems_3hM_3674
Eva2,ems_4hM_3120_0001
Eva2,ems_thioFL2_217
